iter	MAE_SumError	MAE_SumWeight	RMSE_SumError	RMSE_SumWeight
164	704453817.8	39071	5.31617189e+13	39071
165	702306925.5	39071	5.288149268e+13	39071
166	700210002	39071	5.257214216e+13	39071
167	697679354.2	39071	5.229452589e+13	39071
168	695294621.6	39071	5.202477433e+13	39071
169	692969722.1	39071	5.175577159e+13	39071
170	690863568.1	39071	5.145292085e+13	39071
171	688610561.4	39071	5.11556136e+13	39071
172	686646626.9	39071	5.089220811e+13	39071
173	683819152.9	39071	5.064164621e+13	39071
174	681567202.9	39071	5.041286455e+13	39071
175	679343220.9	39071	5.015694049e+13	39071
176	677057815.8	39071	4.989581869e+13	39071
177	675116615.7	39071	4.964429033e+13	39071
178	673161824.8	39071	4.943782324e+13	39071
179	671108046.1	39071	4.919934373e+13	39071
180	669118514.4	39071	4.893766025e+13	39071
181	667127983.9	39071	4.871594174e+13	39071
182	664953928.5	39071	4.848853559e+13	39071
183	663081599	39071	4.825620575e+13	39071
184	661245979.3	39071	4.806981191e+13	39071
185	659576679.9	39071	4.785729713e+13	39071
186	657405926.9	39071	4.765503991e+13	39071
187	655611127.7	39071	4.746437403e+13	39071
188	653884776	39071	4.723344219e+13	39071
189	652214780.9	39071	4.704350157e+13	39071
190	650424258.2	39071	4.685738769e+13	39071
191	648163243.8	39071	4.667782795e+13	39071
192	646416306.2	39071	4.648664025e+13	39071
193	644373113.8	39071	4.62800044e+13	39071
194	642925599.8	39071	4.607639547e+13	39071
195	641686084.2	39071	4.592130976e+13	39071
196	639572282.9	39071	4.572436839e+13	39071
197	637582131.8	39071	4.554163281e+13	39071
198	636010472.6	39071	4.536555367e+13	39071
199	634318500.9	39071	4.519032157e+13	39071
200	632795951.8	39071	4.501030246e+13	39071
201	631162142.3	39071	4.486069326e+13	39071
202	629421863	39071	4.468543965e+13	39071
203	627701348.5	39071	4.449135213e+13	39071
204	626260660.5	39071	4.431879267e+13	39071
205	624707915.6	39071	4.417767802e+13	39071
206	622992886.8	39071	4.401668208e+13	39071
207	621551448.5	39071	4.383338353e+13	39071
208	619574230.7	39071	4.367017966e+13	39071
209	618191352.9	39071	4.352226246e+13	39071
210	616842172.4	39071	4.334867193e+13	39071
211	615067795.2	39071	4.314879581e+13	39071
212	613269201.8	39071	4.298995413e+13	39071
213	611537814.6	39071	4.279419851e+13	39071
214	610113540.3	39071	4.264101989e+13	39071
215	608328513.5	39071	4.248030344e+13	39071
216	606896982.4	39071	4.233918709e+13	39071
217	605674458.2	39071	4.221194635e+13	39071
218	604241268.6	39071	4.205368634e+13	39071
219	602494940.4	39071	4.192265876e+13	39071
220	601057347.2	39071	4.177119507e+13	39071
221	599882843.6	39071	4.164370084e+13	39071
222	598441250.3	39071	4.150970121e+13	39071
223	597338977.8	39071	4.13733005e+13	39071
224	596347391.5	39071	4.123564177e+13	39071
225	594952757.2	39071	4.108271313e+13	39071
226	594104957	39071	4.097322548e+13	39071
227	592807318.3	39071	4.084488797e+13	39071
228	591633792.3	39071	4.075612978e+13	39071
229	590121979.5	39071	4.064890874e+13	39071
230	589069648.2	39071	4.05538154e+13	39071
231	587980183.4	39071	4.041939977e+13	39071
232	586668637.8	39071	4.029901779e+13	39071
233	585127883.2	39071	4.016965528e+13	39071
234	584018358.5	39071	4.004560113e+13	39071
235	582644975.6	39071	3.994159335e+13	39071
236	581018376.9	39071	3.983309192e+13	39071
237	579553475.3	39071	3.970815817e+13	39071
238	578333568.4	39071	3.962450759e+13	39071
239	576764509.4	39071	3.952185472e+13	39071
240	575293243.1	39071	3.944119484e+13	39071
241	574099467.3	39071	3.932830314e+13	39071
242	572632024.6	39071	3.919806012e+13	39071
243	571186931.9	39071	3.909987863e+13	39071
244	569785848	39071	3.898337645e+13	39071
245	568316514.6	39071	3.886735354e+13	39071
246	566735032.2	39071	3.875647232e+13	39071
247	565290466.3	39071	3.865868517e+13	39071
248	564103434.5	39071	3.858497954e+13	39071
249	562885819.2	39071	3.85157197e+13	39071
250	561760025.6	39071	3.844584074e+13	39071
251	560382509.3	39071	3.835748869e+13	39071
252	559002634.6	39071	3.823935072e+13	39071
253	557650552.1	39071	3.81619807e+13	39071
254	556290874.6	39071	3.809503339e+13	39071
255	555080438.4	39071	3.801538519e+13	39071
256	553998844.4	39071	3.793075726e+13	39071
257	553120103.8	39071	3.786302813e+13	39071
258	552120883.9	39071	3.778174283e+13	39071
259	550891074.8	39071	3.771083533e+13	39071
260	549545150.4	39071	3.761764377e+13	39071
261	548381939.9	39071	3.75420201e+13	39071
262	547363946.7	39071	3.745993982e+13	39071
263	546082583.4	39071	3.736427788e+13	39071
264	544824142.2	39071	3.727484236e+13	39071
265	544008986.2	39071	3.719620812e+13	39071
266	543037536.9	39071	3.711403148e+13	39071
267	541814546.3	39071	3.700017796e+13	39071
268	540941856.3	39071	3.692827446e+13	39071
269	539729464.8	39071	3.685674563e+13	39071
270	538587529.7	39071	3.677640188e+13	39071
271	537811877.1	39071	3.668923516e+13	39071
272	536868484.1	39071	3.661941507e+13	39071
273	535759955	39071	3.651070216e+13	39071
274	535115189	39071	3.646043998e+13	39071
275	534382791.5	39071	3.638899336e+13	39071
276	533579381.8	39071	3.632509781e+13	39071
277	532795240.7	39071	3.627563987e+13	39071
278	532000928.9	39071	3.621236505e+13	39071
279	530995139.1	39071	3.615916113e+13	39071
280	529991433.7	39071	3.608634987e+13	39071
281	529049942.4	39071	3.600632785e+13	39071
282	527945600.9	39071	3.594667006e+13	39071
283	527073325.6	39071	3.588783188e+13	39071
284	526501956.7	39071	3.584052206e+13	39071
285	525982589.7	39071	3.580244376e+13	39071
286	525022661.4	39071	3.57197409e+13	39071
287	524098540.3	39071	3.565219449e+13	39071
288	523102154.4	39071	3.556873342e+13	39071
289	522585465.3	39071	3.553441414e+13	39071
290	521850690.8	39071	3.548193279e+13	39071
291	521180167.1	39071	3.542290698e+13	39071
292	520413408.7	39071	3.536982098e+13	39071
293	519710013.5	39071	3.529932362e+13	39071
294	519111528	39071	3.526569634e+13	39071
295	518620757	39071	3.522377947e+13	39071
296	517746609	39071	3.51489618e+13	39071
297	516901125	39071	3.508160816e+13	39071
298	516274417	39071	3.502065069e+13	39071
299	515555824.8	39071	3.497878052e+13	39071
300	514692008.9	39071	3.490582769e+13	39071
301	514267534.8	39071	3.48707398e+13	39071
302	513938341.3	39071	3.482910884e+13	39071
303	513045320.5	39071	3.474541818e+13	39071
304	512213795.3	39071	3.468189953e+13	39071
305	511626058	39071	3.46376733e+13	39071
306	510971173.3	39071	3.458709261e+13	39071
307	510655402.5	39071	3.454833352e+13	39071
308	509919227.9	39071	3.449538354e+13	39071
309	509212051.1	39071	3.442753052e+13	39071
310	508601993.5	39071	3.437949222e+13	39071
311	508281821.3	39071	3.43380171e+13	39071
312	507449046.4	39071	3.426678412e+13	39071
313	507144035	39071	3.423954246e+13	39071
314	506681656.3	39071	3.419710667e+13	39071
315	506016828.9	39071	3.413240592e+13	39071
316	505766743.6	39071	3.410355993e+13	39071
317	505184637.4	39071	3.404986235e+13	39071
318	504398428.6	39071	3.399026524e+13	39071
319	503651726.1	39071	3.392869774e+13	39071
320	503151331.8	39071	3.386672047e+13	39071
321	502633127.4	39071	3.383005168e+13	39071
322	502307914.8	39071	3.380395857e+13	39071
323	501564799.6	39071	3.375176519e+13	39071
324	500783791.5	39071	3.36992612e+13	39071
325	499934486.2	39071	3.364160504e+13	39071
326	499067100.8	39071	3.358334643e+13	39071
327	498267771.4	39071	3.351536614e+13	39071
328	497721715.9	39071	3.346691065e+13	39071
329	497285092.6	39071	3.344693174e+13	39071
330	496597201.4	39071	3.338007458e+13	39071
331	495884099.3	39071	3.332986475e+13	39071
332	495157890.6	39071	3.327454622e+13	39071
333	494897476.3	39071	3.32500224e+13	39071
334	494377259.1	39071	3.320914706e+13	39071
335	493627418.7	39071	3.314147334e+13	39071
336	493058963.1	39071	3.308347182e+13	39071
337	492598425.8	39071	3.306663027e+13	39071
338	492261055.4	39071	3.303486078e+13	39071
339	491812742.6	39071	3.298114525e+13	39071
340	491337443.5	39071	3.294774428e+13	39071
341	490836522.6	39071	3.289590731e+13	39071
342	490084251.6	39071	3.28437801e+13	39071
343	489565996	39071	3.278521868e+13	39071
344	489321374.5	39071	3.275987835e+13	39071
345	488737198.6	39071	3.271240457e+13	39071
346	488199720.8	39071	3.265661752e+13	39071
347	487790382.8	39071	3.262525117e+13	39071
348	487089909.3	39071	3.258262376e+13	39071
349	486607358.1	39071	3.253613364e+13	39071
350	486450967	39071	3.252118961e+13	39071
351	485824025.7	39071	3.249337736e+13	39071
352	485628240	39071	3.246799246e+13	39071
353	484911979.6	39071	3.242527546e+13	39071
354	484696701.9	39071	3.240629673e+13	39071
355	484050300.2	39071	3.236755002e+13	39071
356	483647519.4	39071	3.232784562e+13	39071
357	483140538.7	39071	3.228716469e+13	39071
358	482554194.7	39071	3.224856077e+13	39071
359	481926933.7	39071	3.221484948e+13	39071
360	481737099.3	39071	3.219603512e+13	39071
361	481079397	39071	3.21514628e+13	39071
362	480671798	39071	3.211469519e+13	39071
363	480239493	39071	3.207738807e+13	39071
364	479969497.4	39071	3.20471366e+13	39071
365	479552116.1	39071	3.200258124e+13	39071
366	479421145.2	39071	3.198971324e+13	39071
367	479046385.5	39071	3.195938152e+13	39071
368	478466579	39071	3.192580765e+13	39071
369	477927437.4	39071	3.190162775e+13	39071
370	477321843.7	39071	3.187107671e+13	39071
371	476898695.2	39071	3.183552667e+13	39071
372	476411564.4	39071	3.177923402e+13	39071
373	475885308.3	39071	3.172777309e+13	39071
374	475278824.2	39071	3.168577289e+13	39071
375	474860665.4	39071	3.163614917e+13	39071
376	474528356.2	39071	3.160856378e+13	39071
377	473924294.1	39071	3.156733495e+13	39071
378	473801166.8	39071	3.155213269e+13	39071
379	473554262.4	39071	3.152787712e+13	39071
380	473396590	39071	3.150687818e+13	39071
381	473214630.8	39071	3.148291013e+13	39071
382	473093463.7	39071	3.146886511e+13	39071
383	472613196.4	39071	3.143694851e+13	39071
384	472131814.8	39071	3.138101918e+13	39071
385	471755061.4	39071	3.135391232e+13	39071
386	471324820	39071	3.132194378e+13	39071
387	471013858.5	39071	3.129473787e+13	39071
388	470707063.1	39071	3.126766233e+13	39071
389	470409269.5	39071	3.124135604e+13	39071
390	470180340.6	39071	3.12178069e+13	39071
391	469817387	39071	3.119283987e+13	39071
392	469647969	39071	3.117948107e+13	39071
393	469565989.7	39071	3.117229956e+13	39071
394	469217843.4	39071	3.11442847e+13	39071
395	468675898.9	39071	3.109652479e+13	39071
396	468409961.6	39071	3.107713946e+13	39071
397	467862943.1	39071	3.103726414e+13	39071
398	467476373.2	39071	3.09995963e+13	39071
399	467068947.8	39071	3.097851208e+13	39071
400	466789495.2	39071	3.092786049e+13	39071
401	466316659.9	39071	3.089873208e+13	39071
402	465989949	39071	3.086386458e+13	39071
403	465609778.1	39071	3.08289121e+13	39071
404	465446483.6	39071	3.08025962e+13	39071
405	465199938.1	39071	3.076941092e+13	39071
406	464735073.2	39071	3.07315523e+13	39071
407	464670561.9	39071	3.071889663e+13	39071
408	464274329.2	39071	3.069201285e+13	39071
409	463990145.3	39071	3.065859601e+13	39071
410	463493490.2	39071	3.060311369e+13	39071
411	463251814.7	39071	3.057120541e+13	39071
412	463061340.8	39071	3.054663662e+13	39071
413	462787037.7	39071	3.053168892e+13	39071
414	462536524.5	39071	3.051270807e+13	39071
415	462303437.6	39071	3.049106037e+13	39071
416	461975056.3	39071	3.046591288e+13	39071
417	461788854.8	39071	3.044623744e+13	39071
418	461555144.8	39071	3.042357918e+13	39071
419	461271027.5	39071	3.039847073e+13	39071
420	460792844.1	39071	3.036515104e+13	39071
421	460502662.7	39071	3.033668387e+13	39071
422	460038564.7	39071	3.03049601e+13	39071
423	459731864.7	39071	3.028414599e+13	39071
424	459431963.9	39071	3.026015236e+13	39071
425	459217238.3	39071	3.023949222e+13	39071
426	459156927.3	39071	3.023342457e+13	39071
427	459092913	39071	3.021071683e+13	39071
428	458842235.1	39071	3.01642078e+13	39071
429	458763666.5	39071	3.015405694e+13	39071
430	458428549.5	39071	3.012517096e+13	39071
431	458085203.7	39071	3.010425762e+13	39071
432	457717327.7	39071	3.007381351e+13	39071
433	457472532.6	39071	3.005575724e+13	39071
434	457330301.9	39071	3.003454429e+13	39071
435	457167200.4	39071	3.001189258e+13	39071
436	456812658	39071	2.997329625e+13	39071
437	456454242	39071	2.995248411e+13	39071
438	456275087.8	39071	2.993540869e+13	39071
439	456209740.2	39071	2.991706758e+13	39071
440	455997161.3	39071	2.98981695e+13	39071
441	455808748.6	39071	2.988138711e+13	39071
442	455612302.4	39071	2.986531022e+13	39071
443	455548813	39071	2.985897671e+13	39071
444	455277160.4	39071	2.983930267e+13	39071
445	455089878.9	39071	2.982123658e+13	39071
446	454919819.9	39071	2.981058012e+13	39071
447	454611538.2	39071	2.978139005e+13	39071
448	454441877.6	39071	2.975811957e+13	39071
449	454106933.4	39071	2.973932132e+13	39071
450	453934751.5	39071	2.971557898e+13	39071
451	453829550.6	39071	2.96983673e+13	39071
452	453477506.3	39071	2.968045044e+13	39071
453	453309096.7	39071	2.966779829e+13	39071
454	453137751.5	39071	2.96389835e+13	39071
455	452891759.5	39071	2.960781125e+13	39071
456	452719444.4	39071	2.956172949e+13	39071
457	452409737.5	39071	2.954460166e+13	39071
458	452290850.1	39071	2.952639375e+13	39071
459	452115981.5	39071	2.951030672e+13	39071
460	452062451.3	39071	2.95021483e+13	39071
461	451683844.1	39071	2.946150787e+13	39071
462	451616710.6	39071	2.945369517e+13	39071
463	451310780.9	39071	2.943370654e+13	39071
464	450903637.9	39071	2.940914242e+13	39071
465	450636803.7	39071	2.938820396e+13	39071
466	450543102.8	39071	2.937802942e+13	39071
467	450265823.6	39071	2.935122463e+13	39071
468	450113975.2	39071	2.932926035e+13	39071
469	449972588.3	39071	2.931592221e+13	39071
470	449766251.5	39071	2.929779394e+13	39071
471	449522664.7	39071	2.925669569e+13	39071
472	449220338.8	39071	2.923959577e+13	39071
473	449144940.1	39071	2.922765516e+13	39071
474	448841309.9	39071	2.920286547e+13	39071
475	448704427.9	39071	2.919086816e+13	39071
476	448591322.9	39071	2.917376675e+13	39071
477	448450592.1	39071	2.914404004e+13	39071
478	448242862	39071	2.910583386e+13	39071
479	448092974.9	39071	2.909039842e+13	39071
480	447817885.1	39071	2.90631991e+13	39071
481	447738338.5	39071	2.904678337e+13	39071
482	447607042.1	39071	2.902996504e+13	39071
483	447278636	39071	2.900069085e+13	39071
484	447159198.3	39071	2.89794738e+13	39071
485	446861358.1	39071	2.895569708e+13	39071
486	446663632.6	39071	2.894323932e+13	39071
487	446369510.3	39071	2.892460074e+13	39071
488	446245609.8	39071	2.890203948e+13	39071
489	445918016.1	39071	2.887995982e+13	39071
490	445630830.7	39071	2.884522718e+13	39071
491	445385129.2	39071	2.883077602e+13	39071
492	445250573	39071	2.881765348e+13	39071
493	445170530.6	39071	2.880245546e+13	39071
494	445117899.8	39071	2.878807402e+13	39071
495	444908594.8	39071	2.877194705e+13	39071
496	444774580.3	39071	2.87538755e+13	39071
497	444669424.5	39071	2.874595116e+13	39071
498	444327502.7	39071	2.870496794e+13	39071
499	444181885.7	39071	2.869139361e+13	39071
500	443997211.2	39071	2.867760621e+13	39071
501	443862209.4	39071	2.86555452e+13	39071
502	443630857.7	39071	2.861892034e+13	39071
503	443339309.9	39071	2.858920006e+13	39071
504	443210057.4	39071	2.856292621e+13	39071
505	443130829.4	39071	2.855063356e+13	39071
506	442839384.7	39071	2.851919853e+13	39071
507	442720628	39071	2.85064163e+13	39071
508	442699501.2	39071	2.849835869e+13	39071
509	442592850	39071	2.847568098e+13	39071
510	442458373.9	39071	2.847035118e+13	39071
511	442270300.6	39071	2.845821098e+13	39071
512	441983416.2	39071	2.843521729e+13	39071
513	441661200.3	39071	2.841018853e+13	39071
514	441494611	39071	2.838554596e+13	39071
515	441240334.9	39071	2.837199586e+13	39071
516	441067121.7	39071	2.834757554e+13	39071
517	440939296.5	39071	2.833549206e+13	39071
518	440833573.4	39071	2.8324479e+13	39071
519	440579405.4	39071	2.830934988e+13	39071
520	440470950.8	39071	2.830118499e+13	39071
521	440315574.1	39071	2.828783519e+13	39071
522	440205884.1	39071	2.828085711e+13	39071
523	439991704.9	39071	2.826849923e+13	39071
524	439887551.4	39071	2.825616283e+13	39071
525	439689218.6	39071	2.82339032e+13	39071
526	439391137.1	39071	2.821238923e+13	39071
527	439329189.6	39071	2.820648979e+13	39071
528	439024438.3	39071	2.81850854e+13	39071
529	438937107.1	39071	2.817268024e+13	39071
530	438832533.5	39071	2.816044593e+13	39071
531	438652657.5	39071	2.814417627e+13	39071
532	438495521.1	39071	2.812006573e+13	39071
533	438406416	39071	2.810752798e+13	39071
534	438265020.8	39071	2.809550435e+13	39071
535	438203924	39071	2.80895159e+13	39071
536	437998703.6	39071	2.807592585e+13	39071
537	437787643.8	39071	2.805547669e+13	39071
538	437523739.2	39071	2.804096335e+13	39071
539	437266263.7	39071	2.802256059e+13	39071
540	437076942.1	39071	2.798883828e+13	39071
541	436866995.4	39071	2.797909434e+13	39071
542	436591641.1	39071	2.795428123e+13	39071
543	436332975.8	39071	2.793277903e+13	39071
544	436042725.5	39071	2.791497364e+13	39071
545	435947818.6	39071	2.790499171e+13	39071
546	435858500.8	39071	2.788980743e+13	39071
547	435614791.2	39071	2.786818648e+13	39071
548	435380486.2	39071	2.785017586e+13	39071
549	435344339.7	39071	2.784436079e+13	39071
550	435325321.4	39071	2.78331228e+13	39071
551	435268570.1	39071	2.780606169e+13	39071
552	435042891.9	39071	2.778950358e+13	39071
553	434886166.4	39071	2.777419116e+13	39071
554	434825010.5	39071	2.77684986e+13	39071
555	434731710.8	39071	2.775436524e+13	39071
556	434520924.2	39071	2.772779197e+13	39071
557	434319218.3	39071	2.771327432e+13	39071
558	434308647.4	39071	2.770868088e+13	39071
559	434239819.5	39071	2.769726751e+13	39071
560	434174149	39071	2.769372627e+13	39071
561	434015731	39071	2.768358103e+13	39071
562	433847238.3	39071	2.767393505e+13	39071
563	433656937	39071	2.765422809e+13	39071
564	433630844.6	39071	2.764949827e+13	39071
565	433607597.2	39071	2.764396457e+13	39071
566	433550137.8	39071	2.763878514e+13	39071
567	433545390.9	39071	2.763522008e+13	39071
568	433359389.3	39071	2.761622499e+13	39071
569	433274849.7	39071	2.760227655e+13	39071
570	433155691.2	39071	2.759211939e+13	39071
571	433059441.3	39071	2.758272723e+13	39071
572	433054332.5	39071	2.757883839e+13	39071
573	432957530.6	39071	2.757106953e+13	39071
574	432683878.4	39071	2.75445541e+13	39071
575	432663577.7	39071	2.753837216e+13	39071
576	432654516.3	39071	2.753348452e+13	39071
577	432473440.5	39071	2.752212338e+13	39071
578	432451205.8	39071	2.75169571e+13	39071
579	432419326.4	39071	2.750296149e+13	39071
580	432223931.3	39071	2.748678602e+13	39071
581	432142395.8	39071	2.747392678e+13	39071
582	432137171.2	39071	2.747052105e+13	39071
583	432114765.5	39071	2.746642263e+13	39071
584	431891496.1	39071	2.744681302e+13	39071
585	431664524.4	39071	2.74341223e+13	39071
586	431437190.4	39071	2.742050388e+13	39071
587	431244351.6	39071	2.741106694e+13	39071
588	430986910	39071	2.7399094e+13	39071
589	430786103.3	39071	2.738966955e+13	39071
590	430620431.8	39071	2.737431251e+13	39071
591	430609710	39071	2.736872343e+13	39071
592	430406453.5	39071	2.735421147e+13	39071
593	430343674.3	39071	2.734278337e+13	39071
594	430313319.8	39071	2.733589248e+13	39071
595	430107224.3	39071	2.731900837e+13	39071
596	429960134.3	39071	2.731010679e+13	39071
597	429884948.7	39071	2.730337918e+13	39071
598	429789410.3	39071	2.729484258e+13	39071
599	429616259.1	39071	2.727222732e+13	39071
600	429425611.8	39071	2.725874166e+13	39071
601	429355301.5	39071	2.725618141e+13	39071
602	429183500.8	39071	2.724726979e+13	39071
603	429136661.4	39071	2.72426162e+13	39071
604	429037257	39071	2.723370036e+13	39071
605	428980097.1	39071	2.722890342e+13	39071
606	428785761.5	39071	2.721147153e+13	39071
607	428661836	39071	2.719039982e+13	39071
608	428552632.6	39071	2.718177705e+13	39071
609	428461969.4	39071	2.717655942e+13	39071
610	428403536.2	39071	2.716689023e+13	39071
611	428196878.1	39071	2.715163818e+13	39071
612	428110406.4	39071	2.714134202e+13	39071
