iter	RMSE
1199	22725.35569
1200	22723.31063
1201	22719.57931
1202	22716.27156
1203	22713.55575
1204	22710.43894
1205	22706.81375
1206	22704.67689
1207	22702.0461
1208	22699.56977
1209	22695.72647
1210	22693.92659
1211	22692.19854
1212	22688.94352
1213	22686.70003
1214	22683.88016
1215	22681.19461
1216	22677.80035
1217	22673.19759
1218	22671.4195
1219	22667.1211
1220	22663.03139
1221	22660.36089
1222	22657.13275
1223	22653.79841
1224	22649.54778
1225	22646.55448
1226	22641.16691
1227	22638.11778
1228	22635.36961
1229	22633.79926
1230	22632.45963
1231	22628.50048
1232	22625.41064
1233	22624.15719
1234	22619.81378
1235	22615.76543
1236	22612.26492
1237	22608.24722
1238	22604.3559
1239	22601.0225
1240	22599.12508
1241	22594.55659
1242	22590.66008
1243	22587.34654
1244	22586.49406
1245	22583.17345
1246	22581.43273
1247	22577.9744
1248	22575.0533
1249	22571.97147
1250	22568.18259
1251	22565.54756
1252	22563.79564
1253	22561.29727
1254	22558.92919
1255	22555.56681
1256	22551.60127
1257	22547.16075
1258	22543.68628
1259	22541.70699
1260	22540.38023
1261	22537.49206
1262	22535.9872
1263	22532.74722
1264	22531.03393
1265	22528.49704
1266	22524.06939
1267	22520.29517
1268	22516.02145
1269	22513.0739
1270	22510.77114
1271	22508.42097
1272	22507.55554
1273	22505.72941
1274	22501.61641
1275	22497.74333
1276	22496.07348
1277	22491.94832
1278	22489.41587
1279	22486.25745
1280	22483.52632
1281	22482.03815
1282	22479.81121
1283	22477.8549
1284	22472.82552
1285	22469.80221
1286	22465.70801
1287	22458.64952
1288	22453.69005
1289	22452.44087
1290	22448.59488
1291	22445.62196
1292	22442.08476
1293	22440.55959
1294	22436.0885
1295	22434.58738
1296	22431.18374
1297	22429.49936
1298	22426.82541
1299	22423.79742
1300	22420.81677
1301	22419.15928
1302	22416.85274
1303	22413.2031
1304	22411.72438
1305	22408.8195
1306	22405.49273
1307	22404.06032
1308	22400.84669
1309	22395.90462
1310	22393.76179
1311	22391.78007
1312	22388.82178
1313	22385.59852
1314	22382.60483
1315	22378.72391
1316	22374.70158
1317	22368.64105
1318	22365.32236
1319	22361.91278
1320	22359.83504
1321	22355.64886
1322	22352.02902
1323	22351.28409
1324	22348.57259
1325	22345.60851
1326	22342.25781
1327	22338.25788
1328	22334.04373
1329	22330.54118
1330	22327.37417
1331	22325.58737
1332	22322.47632
1333	22320.04789
1334	22317.25767
1335	22310.52799
1336	22308.49569
1337	22305.11873
1338	22302.51667
1339	22297.63474
1340	22294.60867
1341	22292.8158
1342	22291.37101
1343	22286.56864
1344	22284.40212
1345	22281.24359
1346	22278.7053
1347	22275.50186
1348	22274.18822
1349	22272.40871
1350	22269.31376
1351	22268.06037
1352	22266.51046
1353	22262.54594
1354	22260.69739
1355	22257.52025
1356	22254.11415
1357	22249.3438
1358	22244.93115
1359	22241.60589
1360	22236.89756
1361	22233.61534
1362	22230.91671
1363	22226.667
1364	22224.13491
1365	22221.29181
1366	22217.17484
1367	22213.95367
1368	22210.97404
1369	22206.70812
1370	22205.6894
1371	22201.44169
1372	22199.15547
1373	22195.4895
1374	22192.53122
1375	22190.62401
1376	22187.58728
1377	22184.56548
1378	22181.42945
1379	22179.8264
1380	22179.16994
1381	22176.2348
1382	22174.25117
1383	22171.33431
1384	22169.16013
1385	22167.04068
1386	22163.59203
1387	22160.89138
1388	22158.82323
1389	22155.68202
1390	22153.06448
1391	22150.17044
1392	22147.94454
1393	22143.38604
1394	22141.13342
1395	22137.17065
1396	22132.90859
1397	22128.71309
1398	22126.07456
1399	22123.71314
1400	22120.24329
1401	22118.67245
1402	22115.23485
1403	22111.72165
1404	22107.90047
1405	22105.87686
1406	22102.69948
1407	22098.84771
1408	22095.09913
1409	22092.20775
1410	22089.43832
1411	22088.21357
1412	22084.85537
1413	22082.56801
1414	22081.12012
1415	22077.77172
1416	22075.05861
1417	22071.16153
1418	22067.62101
1419	22064.75203
1420	22062.3739
1421	22059.18741
1422	22056.18338
1423	22052.16003
1424	22049.19006
1425	22047.07265
1426	22043.74667
1427	22041.32029
1428	22037.00513
1429	22033.10151
1430	22030.27575
1431	22028.84168
1432	22026.50931
1433	22024.1745
1434	22019.52856
1435	22015.88996
1436	22014.4847
1437	22012.20668
1438	22008.16659
1439	22006.62511
1440	22003.15173
1441	21998.44579
1442	21995.23011
1443	21994.01369
1444	21993.08914
1445	21990.49291
1446	21987.27815
1447	21986.36332
1448	21983.26037
1449	21980.84651
1450	21979.67618
1451	21977.27677
1452	21975.9017
1453	21972.95936
1454	21970.03446
1455	21966.87531
1456	21964.14284
1457	21961.46326
1458	21958.12936
1459	21954.25273
1460	21951.3688
1461	21949.44957
1462	21947.61237
1463	21946.71154
1464	21944.54973
1465	21942.21829
1466	21939.69687
1467	21937.19985
1468	21934.91019
1469	21931.47853
1470	21930.34643
1471	21927.74901
1472	21924.15483
1473	21921.32221
1474	21919.07821
1475	21916.4957
1476	21912.57615
1477	21911.07415
1478	21908.13338
1479	21904.13586
1480	21901.03286
1481	21898.72092
1482	21896.38295
1483	21892.95862
1484	21889.75911
1485	21887.16368
1486	21884.75518
1487	21881.26034
1488	21880.13881
1489	21876.75453
1490	21874.46208
1491	21871.96291
1492	21869.85096
1493	21868.07228
1494	21866.92081
1495	21864.44907
1496	21861.57127
1497	21857.69768
1498	21856.60133
1499	21854.75687
1500	21852.75673
1501	21849.92384
1502	21846.15365
1503	21842.34229
1504	21841.26531
1505	21838.87158
1506	21836.3658
1507	21832.96485
1508	21829.12007
1509	21826.5836
1510	21824.5717
1511	21822.11134
1512	21818.64106
1513	21816.14309
1514	21814.4762
1515	21812.83247
1516	21810.43254
1517	21808.17872
1518	21807.31043
1519	21802.44695
1520	21801.42402
1521	21799.81254
1522	21799.06463
1523	21796.03027
1524	21793.85339
1525	21789.10769
1526	21786.41228
1527	21783.46537
1528	21781.81852
1529	21779.51036
1530	21777.36977
1531	21775.38456
1532	21773.8083
1533	21771.5504
1534	21769.03151
1535	21765.82023
1536	21763.92084
1537	21762.19381
1538	21761.34639
1539	21758.68275
1540	21756.48686
1541	21753.23632
1542	21751.29055
1543	21748.0802
1544	21745.73075
1545	21742.68181
1546	21740.54683
1547	21738.94371
1548	21736.54192
1549	21733.92237
1550	21731.25897
1551	21729.01058
1552	21726.92583
1553	21725.33398
1554	21723.82596
1555	21720.7214
1556	21718.37143
1557	21716.1854
1558	21713.75965
1559	21710.85264
1560	21708.72423
1561	21706.74959
1562	21705.77635
1563	21703.23848
1564	21700.092
1565	21698.37616
1566	21696.71459
1567	21693.58458
1568	21690.95928
1569	21688.23465
1570	21686.03295
1571	21682.72763
1572	21681.82436
1573	21679.60566
1574	21677.08235
1575	21675.62737
1576	21674.19708
1577	21670.71292
1578	21667.47568
1579	21665.97362
1580	21663.16384
1581	21661.38026
1582	21657.47194
1583	21655.28241
1584	21652.43272
1585	21649.17462
1586	21647.93607
1587	21645.59168
1588	21643.50334
1589	21640.80781
1590	21639.98526
1591	21638.01419
1592	21635.48592
1593	21633.24703
1594	21629.58326
1595	21626.33117
1596	21624.03853
1597	21621.66067
1598	21619.63996
1599	21617.72925
1600	21615.52551
1601	21613.16566
1602	21611.95176
1603	21609.93349
1604	21606.40392
1605	21604.97986
1606	21603.39444
1607	21601.14176
1608	21598.6765
1609	21594.89483
1610	21592.08838
1611	21590.15016
1612	21587.02425
1613	21584.76476
1614	21581.20653
1615	21578.53196
1616	21576.4813
1617	21573.38987
1618	21571.19477
1619	21568.22154
1620	21566.35402
1621	21565.21749
1622	21563.83501
1623	21560.02605
1624	21559.45664
1625	21555.00165
1626	21552.26426
1627	21551.03366
1628	21547.76384
1629	21545.67695
1630	21543.42919
1631	21541.05117
1632	21537.38534
1633	21535.77683
1634	21534.79864
1635	21532.21789
1636	21529.03576
1637	21527.85913
1638	21527.06173
1639	21526.27701
1640	21523.977
1641	21521.05812
1642	21518.59367
1643	21514.87831
1644	21512.44817
1645	21510.9767
1646	21508.07456
1647	21506.02064
1648	21504.47909
1649	21502.6738
1650	21499.15509
1651	21496.74829
1652	21492.41295
1653	21490.35717
1654	21487.09093
1655	21484.25061
1656	21481.63762
1657	21479.31856
1658	21477.37103
1659	21475.32987
1660	21474.47517
1661	21472.29428
1662	21471.06065
1663	21469.59318
1664	21468.01429
1665	21467.20939
