iter	RMSE
0	101210.0138
1	100397.8381
2	99597.353
3	98810.9292
4	98029.11178
5	97257.0151
6	96482.81714
7	95721.53798
8	94974.04024
9	94225.75879
10	93494.58949
11	92775.53493
12	92056.38495
13	91351.39646
14	90654.03853
15	89954.3466
16	89267.85616
17	88586.40732
18	87915.04226
19	87247.37492
20	86592.82134
21	85954.55746
22	85314.15105
23	84683.52619
24	84065.31122
25	83451.41762
26	82839.00579
27	82235.91296
28	81634.67338
29	81044.69327
30	80459.22049
31	79890.69494
32	79319.77538
33	78756.5675
34	78187.75353
35	77634.33184
36	77090.21654
37	76543.52974
38	76023.03377
39	75491.46972
40	74971.99119
41	74456.98754
42	73948.70397
43	73441.36167
44	72941.11685
45	72448.80019
46	71965.04383
47	71484.87354
48	71006.16076
49	70555.44079
50	70088.05089
51	69625.70009
52	69172.45854
53	68720.41138
54	68276.5085
55	67841.51347
56	67404.10301
57	66978.94397
58	66558.75503
59	66143.07506
60	65732.80778
61	65330.23971
62	64912.75826
63	64504.90683
64	64092.7028
65	63692.46254
66	63293.74113
67	62894.56079
68	62502.79897
69	62119.11306
70	61757.38602
71	61385.10357
72	61018.6532
73	60655.20249
74	60292.09295
75	59934.40126
76	59572.82932
77	59221.42281
78	58867.53111
79	58518.34668
80	58185.99118
81	57848.82045
82	57513.27391
83	57187.22862
84	56865.05894
85	56544.75071
86	56228.33909
87	55925.64749
88	55621.30113
89	55316.17974
90	55013.9052
91	54715.48126
92	54423.75053
93	54132.14325
94	53842.93126
95	53559.10082
96	53273.44257
97	52996.89849
98	52719.68484
99	52452.77372
100	52187.86399
101	51932.51752
102	51681.14129
103	51430.87421
104	51176.51203
105	50923.86307
106	50677.57664
107	50431.97967
108	50188.9061
109	49948.70983
110	49711.68409
111	49477.14246
112	49245.66143
113	49024.83422
114	48795.98279
115	48578.03974
116	48354.19577
117	48134.43763
118	47926.00465
119	47710.89442
120	47503.57947
121	47303.46565
122	47099.46547
123	46896.14044
124	46692.56956
125	46495.87384
126	46305.62941
127	46111.5248
128	45917.52617
129	45737.05457
130	45544.46632
131	45367.41546
132	45190.21815
133	45009.34092
134	44834.74777
135	44659.25477
136	44483.34748
137	44316.8128
138	44149.75824
139	43978.83884
140	43807.05706
141	43638.29481
142	43483.25747
143	43323.37125
144	43167.57354
145	43017.98661
146	42863.12473
147	42717.77422
148	42567.78168
149	42421.36648
150	42268.90246
151	42117.41352
152	41977.48047
153	41841.79934
154	41695.43634
155	41563.10248
156	41433.24729
157	41299.65403
158	41162.62697
159	41029.46673
160	40894.66716
161	40762.50266
162	40638.97155
163	40513.81955
164	40386.34833
165	40261.85083
166	40139.25487
167	40019.83206
168	39907.43713
169	39787.26128
170	39666.95958
171	39553.70235
172	39437.07089
173	39327.38524
174	39219.10987
175	39110.58788
176	39002.62732
177	38894.55014
178	38795.18694
179	38695.83353
180	38593.49315
181	38493.03545
182	38388.85243
183	38289.27496
184	38186.26713
185	38088.28761
186	37992.46926
187	37895.46777
188	37792.62358
189	37697.81534
190	37591.5637
191	37508.24419
192	37417.92384
