iter	RMSE
0	100805.4822
1	99993.56036
2	99193.59851
3	98407.56516
4	97621.64465
5	96858.46624
6	96087.96082
7	95338.33433
8	94592.32863
9	93856.17837
10	93121.22441
11	92395.13119
12	91679.6723
13	90978.62871
14	90274.94932
15	89587.8363
16	88904.20918
17	88236.08498
18	87562.84535
19	86895.70134
20	86238.69443
21	85591.06061
22	84953.0228
23	84329.24803
24	83707.23641
25	83089.88437
26	82474.31906
27	81869.56516
28	81273.08265
29	80690.9837
30	80104.39082
31	79529.3676
32	78953.45082
33	78385.01722
34	77829.06833
35	77273.95301
36	76733.98864
37	76201.01312
38	75670.04493
39	75145.42359
40	74622.65199
41	74106.21272
42	73605.30761
43	73106.70013
44	72615.86119
45	72121.70664
46	71637.35771
47	71162.78656
48	70693.49328
49	70223.70633
50	69766.10721
51	69305.99955
52	68858.20176
53	68414.30601
54	67975.12129
55	67524.90748
56	67077.83698
57	66634.73528
58	66196.68059
59	65763.71404
60	65341.60176
61	64916.90736
62	64500.89818
63	64085.70293
64	63678.07078
65	63279.84472
66	62888.96795
67	62492.50494
68	62105.76689
69	61720.86643
70	61330.09532
71	60957.84563
72	60588.59222
73	60224.71082
74	59856.41797
75	59492.37521
76	59145.99811
77	58794.87886
78	58443.74058
79	58107.64394
80	57764.46582
81	57434.7937
82	57104.04686
83	56777.77621
84	56454.99786
85	56133.47648
86	55814.08607
87	55498.44826
88	55187.12398
89	54881.72838
90	54578.29145
91	54280.28492
92	53988.8103
93	53705.45872
94	53425.03321
95	53145.66087
96	52865.18953
97	52592.96297
98	52316.05766
99	52049.84912
100	51779.67025
101	51516.61887
102	51262.00164
103	51007.00545
104	50752.51065
105	50491.94631
106	50238.09213
107	49989.041
108	49742.90276
109	49497.17096
110	49259.56462
111	49025.34122
112	48799.2173
113	48566.85426
114	48350.40865
115	48132.29703
116	47904.57655
117	47680.56345
118	47473.6711
119	47264.32627
120	47057.44956
121	46852.04531
122	46644.33101
123	46446.71688
124	46249.88591
125	46054.52886
126	45856.51659
127	45662.48718
128	45472.80221
129	45285.02019
130	45113.65886
131	44931.51201
132	44748.70468
133	44569.39814
134	44396.2865
135	44219.59777
136	44049.21237
137	43874.66372
138	43705.84413
139	43537.97274
140	43373.18853
141	43216.08516
142	43063.74683
143	42900.82836
144	42744.11435
145	42590.84526
146	42441.04828
147	42284.38516
148	42139.25898
149	41995.79758
150	41851.7727
151	41710.49767
152	41569.67315
153	41429.24605
154	41293.06639
155	41149.29928
156	41007.56393
157	40878.68052
158	40743.70363
159	40613.80369
160	40484.46411
161	40358.65947
162	40234.35319
163	40110.35166
164	39995.71314
165	39871.25054
166	39753.51063
167	39635.71391
168	39515.18963
169	39405.88377
170	39288.19268
171	39174.73673
172	39065.98157
173	38956.33476
174	38848.71433
175	38741.42067
176	38636.07258
177	38523.85211
178	38428.70502
179	38328.81006
180	38228.26725
181	38130.50129
182	38030.02209
183	37931.61219
184	37837.03834
185	37742.06498
186	37643.90993
187	37556.50977
188	37464.59627
189	37376.26698
190	37287.28557
191	37193.90078
192	37104.03533
193	37020.52882
194	36938.29063
195	36848.33451
196	36762.67577
197	36679.68988
